date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:28	74019/74019	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/forms-validation.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/forms-validation.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:29	28713/28713	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/forms-editors.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/forms-editors.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:30	50047/50047	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/tables.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/tables.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:32	39118/39118	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/charts.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/charts.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:33	37577/37577	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-search.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-search.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:34	27644/27644	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-pricing.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-pricing.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:35	45053/45053	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-faq.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-faq.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:37	55851/55851	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-profile.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-profile.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:38	30043/30043	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-timeline.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-timeline.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:40	7256/7256	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-signup.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-signup.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:41	4293/4293	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-signin-alt.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-signin-alt.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:44	4953/4953	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-signup-alt.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-signup-alt.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:45	26774/26774	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-invoice.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-invoice.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:45	2888/2888	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-404.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-404.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:47	2740/2740	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-500.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-500.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:49	37936/37936	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-inbox.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-inbox.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:51	31292/31292	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-show-email.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-show-email.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:51	28086/28086	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-new-email.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-new-email.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:52	24432/24432	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/pages-blank.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/pages-blank.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:56	67015/67015	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/color-builder.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/color-builder.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:32:58	410607/410607	---M-Z	200	added ('OK%20')	text/html	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/complete-ui.html	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/complete-ui.html	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:33:03	28971/28971	---M-Z	200	added ('OK%20')	application/javascript	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/javascripts/bootstrap.min.js	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/javascripts/bootstrap.min.js	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:33:06	63/63	---M-Z	404	error ('Not%20Found%20')	text/plain	date:Mon,%2016%20Jun%202014%2010:03:03%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.eot	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.eot	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/bootstrap.min.css)
15:33:09	63/63	---M-Z	404	error ('Not%20Found%20')	text/plain	date:Mon,%2016%20Jun%202014%2010:03:06%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.eot?	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/bootstrap.min.css)
15:33:12	83606/83606	---MC-	200	added ('OK')	text/javascript	date:Tue,%2009%20Jul%202013%2011:31:25%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.0.3/jquery.min.js	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/ajax.googleapis.com/ajax/libs/jquery/2.0.3/jquery.min.js	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:33:13	64/64	---M-Z	404	error ('Not%20Found%20')	text/plain	date:Mon,%2016%20Jun%202014%2010:03:10%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.woff	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.woff	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/bootstrap.min.css)
15:33:17	63/63	---M-Z	404	error ('Not%20Found%20')	text/plain	date:Mon,%2016%20Jun%202014%2010:03:13%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.ttf	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.ttf	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/bootstrap.min.css)
15:33:21	63/63	---M-Z	404	error ('Not%20Found%20')	text/plain	date:Mon,%2016%20Jun%202014%2010:03:17%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.svg	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/glyphicons-halflings-regular.svg	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/bootstrap.min.css)
15:33:28	919896/919896	---M-Z	200	added ('OK%20')	application/javascript	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/javascripts/pixel-admin.min.js	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/javascripts/pixel-admin.min.js	(from http://infinite-woodland-5276.herokuapp.com/index.html)
15:33:28	38205/38205	---M-Z	200	added ('OK%20')	application/vnd.ms-fontobject	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfont.eot?v=4.0.3	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfontba72.eot	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/pixel-admin.min.css)
15:33:35	44432/44432	---M-Z	200	added ('OK%20')	application/font-woff	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfont.woff?v=4.0.3	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfontba72.woff	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/pixel-admin.min.css)
15:33:35	38205/38205	---M-Z	200	added ('OK%20')	application/vnd.ms-fontobject	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfont.eot?	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfontd41d.eot	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/pixel-admin.min.css)
15:33:40	80652/80652	---M-Z	200	added ('OK%20')	application/octet-stream	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfont.ttf?v=4.0.3	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfontba72.ttf	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/pixel-admin.min.css)
15:33:42	202148/202148	---M-Z	200	added ('OK%20')	image/svg+xml	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfont.svg?v=4.0.3	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/fonts/font-awesome/fontawesome-webfontba72.svg	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/pixel-admin.min.css)
15:33:42	3375/3375	---M-Z	200	added ('OK%20')	image/png	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/images/themes/adminflare/body-bg.png	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/images/themes/adminflare/body-bg.png	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/themes.min.css)
15:33:43	305/305	---M-Z	200	added ('OK%20')	image/png	date:Mon,%2005%20May%202014%2011:47:01%20GMT	http://infinite-woodland-5276.herokuapp.com/assets/images/themes/adminflare/ie-navbar-bg.png	F:/html%20templaes/httrack/admin/http___infinite-woodland-5276.herokuapp.com_index.html/infinite-woodland-5276.herokuapp.com/assets/images/themes/adminflare/ie-navbar-bg.png	(from http://infinite-woodland-5276.herokuapp.com/assets/stylesheets/themes.min.css)
